Irradiance[W/m^2],Temperature[deg C],Humidity[%],Wind Speed[m/s]
524.154,3.097,25.59,0.223
524.141,2.9,26.82,0.092
524.471,2.902,28.06,1
524.536,3.107,29.24,0.045
524.56,3.305,29.68,1.058
524.899,3.363,26.74,0.245
524.945,3.485,29.02,0.958
525.309,3.725,27.07,0.432
525.012,3.847,26.61,0.188
524.235,3.888,25.66,0.035
523.699,3.95,29.12,1.248
524.204,3.757,28.73,1.4
523.742,3.731,27,0.95
523.887,3.705,26.4,0
522.725,3.673,28.52,0.828
522.641,3.529,26.95,1.913
522.647,3.575,26.27,0.782
522.039,3.672,29.38,1.413
521.263,3.322,30.78,1.45
521.712,2.857,30.2,1.413
521.26,2.568,29.97,1.425
520.693,2.322,26.8,1.888
520.387,2.278,25.77,1.488
519.953,2.368,25.63,1.05
519.612,2.429,29.49,1.338
518.664,2.414,26.54,1.4
518.19,2.632,26.56,1.675
517.932,2.994,25.54,1.625
517.894,3.132,27.81,1.625
517.234,3.048,28.38,1.388
516.231,2.891,29.07,1.475
516.053,2.652,28.19,1.45
515.345,2.401,27.98,1.788
515.132,2.434,25.97,1.55
514.383,2.867,29.43,1.575
513.757,3.013,28.22,2.125
513.392,3.098,29.11,1.775
513.147,3.036,28.55,1.738
512.688,2.908,29.09,1.975
512.837,2.893,27.52,2.775
511.683,3.285,28.45,2.275
510.745,3.567,28.02,2.325
510.353,3.752,25.74,2.038
509.888,3.983,27.1,2.2
509.076,4.188,25.86,2.8
508.918,4.262,28.81,2.125
507.959,4.268,26.51,2.3
506.311,4.271,27.4,2.675
505.778,4.322,26.33,2.738
505.346,4.302,25.65,1.925
504.344,4.28,28.86,1.925
503.189,4.263,29.71,2.1
502.302,4.265,25.68,2.2
501.761,4.272,25.34,1.34
501.173,4.394,25.35,1.7
499.99,4.506,24.9,1.4
499.322,4.488,26.88,2.088
498.101,4.615,24.03,1.713
496.983,4.789,29.42,1.513
495.829,4.575,28.91,1.813
495.063,3.994,26.1,1.813
494.065,3.74,25.78,1.163
493.266,3.564,25.9,1.838
491.68,3.789,26.4,1.65
490.727,4.114,26.64,2.038
489.61,4.142,25.98,2.15
488.529,3.931,25.2,2.113
487.585,3.91,26.68,1.663
486.494,3.929,25.79,1.8
485.611,4.2,25.03,2.388
484.845,4.432,26.55,1.913
482.964,4.451,27.29,1.925
482.133,4.483,25.1,1.738
480.85,4.425,25.74,1.75
479.485,4.202,24.92,1.525
478.305,4.193,24.22,1.95
477.264,4.206,23.94,2.138
476.265,4.082,24.89,1.663
474.986,3.978,23.9,2.088
473.576,3.804,22.49,1.713
471.969,3.397,22.95,1.7
470.51,3.192,22.78,1.563
468.955,3.009,24.84,1.663
467.452,2.937,24.4,1.338
466.15,2.946,23.93,2.013
464.952,2.923,23.63,1.625
463.889,2.81,23.35,1.713
462.558,2.75,22.52,1.6
461.133,2.779,23.94,1.838
459.576,2.877,23.74,1.45
457.794,2.844,23.57,2.038
456.662,2.833,23.87,2.138
455.004,2.88,23.06,1.838
453.383,2.737,23.23,1.425
451.337,2.648,24.46,1.45
449.5,2.634,23.67,1.5
448.144,2.612,23.55,1.788
446.517,2.52,24.64,1.863
445.377,2.484,24.52,1.588
443.797,2.432,27.14,1.613
442.422,2.333,26.18,1.725
440.495,2.305,26.01,1.3
438.436,2.445,24.59,1.925
436.537,2.796,24.39,2.038
434.776,3,23.92,1.813
432.959,3.147,25.31,1.738
431.696,3.051,25.35,1.675
429.938,2.896,25.45,1.65
427.708,2.808,24.89,1.875
425.405,2.732,25.55,1.538
423.53,2.846,25.8,1.838
422.298,2.964,26.35,2.088
421.001,3.054,26.09,1.525
419.255,3.241,26.6,1.088
417.818,3.249,26.29,1.788
416.194,3.173,27.57,1.55
414.295,2.983,27.93,2.038
412.166,3.1,25.65,2.125
410.625,3.183,27.44,1.888
408.919,3.318,26.49,2.05
407.251,3.455,27.58,1.75
404.866,3.38,27.6,1.825
402.888,3.321,28.87,1.938
401.316,3.402,26.67,1.863
399.039,3.48,26.39,1.85
397.403,3.732,25.48,1.888
395.365,3.954,25.19,1.075
393.269,3.827,26.29,1.288
391.012,3.721,25.35,1.763
389.389,3.7,26.23,2.075
387.398,3.637,26.72,1.475
384.866,3.391,27.17,1.5
383.329,3.26,25.53,1.238
381.273,3.405,25.34,1.15
379.196,3.417,25.25,1.45
376.921,3.547,24.52,1.363
374.961,3.805,25.27,1.463
372.894,4.041,25.72,1.4
370.308,4.331,24.53,1.575
368.406,4.611,26.4,1.313
366.275,4.657,26.05,1.563
364.042,4.631,26.03,1.338
361.812,4.482,25.59,1.525
359.258,4.382,26.15,1.415
356.618,4.491,25.03,0.627
354.248,4.49,25.15,0.473
352.122,4.505,27,0.828
349.895,4.421,26.08,1.588
347.659,4.36,23.7,0.502
345.251,4.493,25.64,0
343.048,4.704,25.09,1.028
340.801,4.873,25.47,0.225
338.495,5.019,24.11,1.243
336.349,5.141,23.04,0.715
334.113,5.282,24.31,0.943
331.753,5.375,25.45,0.903
329.366,5.268,24.68,1.243
327.023,5.294,25.11,1.238
324.294,5.411,24.25,0.682
321.893,5.33,24.35,0.998
319.423,5.249,24.94,1.425
317.278,5.243,24.85,1.318
314.707,5.291,24.93,1.513
312.106,5.414,23.89,1.313
309.853,5.39,24.05,1.25
307.512,5.406,24.12,1.09
305.166,5.428,24.08,1.225
302.84,5.301,24.59,1.108
300.292,5.263,24.55,0.652
297.696,5.263,25.25,1.263
295.573,5.263,24.79,1.225
292.969,5.207,24.96,1.038
290.604,5.165,26.39,0.963
287.947,5.114,25.63,0.988
285.558,5.022,26.19,1.263
283.174,4.968,24.96,0.975
280.985,4.865,23.85,0.567
278.625,4.791,24.23,0.57
276.089,4.617,23.38,0.535
273.417,4.498,22.7,0.943
270.825,4.456,22.07,0.532
267.942,4.569,22.54,0.115
265.021,4.751,22.32,0.092
262.485,4.927,21.88,0.115
259.587,4.648,23.88,1.06
257.096,4.174,25.96,1.438
254.367,3.889,27.88,1.313
251.478,3.679,28.29,1.725
248.567,3.437,28.46,1.738
245.797,3.205,28.95,1.438
242.993,3.04,28.4,1.588
240.434,2.949,29.55,1.488
237.769,2.836,30.38,1.513
235.243,2.641,30.5,1.55
232.745,2.476,29.79,1.563
230.14,2.389,29.89,1.738
227.489,2.308,30.3,1.438
224.842,2.219,30.85,1.525
222.124,2.16,30.41,1.35
219.307,2.114,30.16,1.475
216.545,2.039,30.81,1.238
213.87,1.991,30.79,1.3
211.056,1.955,31.15,1.338
208.275,1.929,30.42,1.388
205.448,1.911,28.93,1.625
202.652,1.915,28.99,1.213
199.872,1.908,28.6,1.125
196.859,1.894,27.68,1.1
193.906,1.912,28.25,0.852
190.999,1.927,28.84,0
188.055,2.013,28.98,0.572
185.16,2.113,29.04,0.34
182.225,2.146,29.09,0.632
179.331,2.15,28.81,0.805
176.749,2.152,28.17,0.953
173.892,2.16,27.74,0.66
170.974,2.167,27.6,0.485
168.235,2.171,27.29,0.682
165.588,2.133,27.01,0.817
162.86,2.053,27.45,0.817
160.12,2.037,27.37,0.115
157.213,2.084,26.65,0.79
154.323,2.133,26.27,0.915
151.528,2.194,26.57,0.805
148.681,2.282,25.96,0.963
145.57,2.33,26.24,0.89
142.696,2.281,27.25,0.562
139.829,2.252,28.95,0
136.952,2.338,28.81,0.15
134.019,2.417,28.27,0.035
131.256,2.477,27.76,0.258
128.5,2.566,27.51,0.282
125.701,2.613,27.53,0.057
122.941,2.659,27.6,0
120.139,2.693,27.83,0
117.194,2.687,28.11,0.092
114.252,2.6,28.72,1
111.507,2.426,29.61,0.915
108.979,2.243,29.75,1.163
106.313,2.12,30.11,1.1
103.536,1.984,30.96,1.15
100.517,1.929,30.81,1.1
97.7689,1.905,30.08,0.887
95.1226,1.891,30.02,0.903
92.499,1.851,29.68,1.35
89.7272,1.814,29.43,1.2
86.9077,1.823,29.64,1.003
84.2255,1.758,29.4,1.188
81.4643,1.605,27.37,1.313
78.6976,1.477,27.87,1.013
76.1571,1.448,29.07,1.163
73.6662,1.363,29.66,1.163
71.0893,1.198,28.9,1.213
68.4418,1.038,28.26,1.163
65.9163,0.853,29.26,0.925
63.331,0.764,27.79,1.138
60.8018,0.854,28.73,0.677
58.2991,0.922,29.23,0.225
54.5244,0.971,29.56,0.517
41.7469,0.955,29.75,1.05
25.7353,0.933,30.61,1.1
17.3541,0.825,30.11,1.363
16.5516,0.672,29.39,1.155
16.0794,0.616,30.88,0.88
15.6263,0.601,31.71,1.138
15.1474,0.577,31.71,1
14.6689,0.565,32,0.46
14.1972,0.522,31.94,0.28
13.6948,0.487,32.24,0.302
13.1847,0.466,32.16,0.092
12.6816,0.427,32,0.057
12.1961,0.39,32.54,0
11.6869,0.141,33.05,0.117
11.1662,-0.204,33.11,0.14
10.655,-0.387,33.05,0
10.1485,-0.396,32.82,0
9.60744,-0.295,32.08,0.022
9.12877,-0.146,31.44,0.092
8.62509,-0.136,32.04,0
8.16411,-0.323,32.56,0.138
7.72053,-0.571,33.17,0.327
7.29235,-0.794,33.57,0.26
6.86632,-1.072,34.07,0.552
6.48215,-1.504,34.46,0.702
6.08104,-1.833,34.41,0.88
5.66885,-1.832,34.67,0.732
8.48426,2.461,29.9,2.563
10.0334,2.511,29.97,2.625
11.1083,2.549,29.63,2.613
12.1241,2.591,29.61,2.425
13.5341,2.559,29.87,2.563
14.9075,2.508,30.45,2.713
16.2205,2.457,31.2,2.563
17.7136,2.428,31.27,2.575
19.2505,2.453,30.89,2.775
20.7847,2.451,30.65,2.475
22.4304,2.468,30.6,2.775
24.1284,2.58,30.96,2.588
25.7915,2.662,30.62,2.425
27.4912,2.66,30.83,2.35
29.2542,2.587,31.01,2.5
31.1491,2.613,31.05,2.4
33.0305,2.722,30.93,2.288
34.9332,2.849,30.71,1.888
36.9622,2.887,30.33,1.688
39.0975,2.897,29.98,1.775
41.169,2.873,30.28,1.813
43.316,2.817,29.99,2.075
45.6749,2.815,30.27,1.65
47.9985,2.766,30.22,1.913
50.3046,2.765,29.98,1.638
52.7109,2.822,30.3,1.863
54.9273,2.856,30.13,1.888
57.1504,2.89,30.6,2.313
59.5778,2.931,30.63,2.388
62.0321,3.061,30.24,2.413
64.3888,3.186,30.03,2.225
66.8741,3.221,30.12,2.5
69.4241,3.223,30.13,2.3
72.0667,3.208,30.13,2.488
74.6847,3.205,29.95,2.625
77.3341,3.246,30.11,2.563
79.7555,3.336,30.1,2.088
82.3507,3.389,29.9,2.25
84.9556,3.402,30,2.238
87.454,3.422,30.05,2.075
90.0645,3.468,29.81,2.188
92.6719,3.557,29.32,2.438
95.3494,3.627,29.27,2.088
98.2259,3.67,29.43,2.088
100.964,3.74,29.25,1.8
103.709,3.875,29.02,2.2
106.254,3.94,29.12,2.15
108.879,3.985,28.52,2.213
111.656,4.009,29.06,2.213
114.468,4.021,28.67,2.263
117.088,4.103,28.32,2.438
119.941,4.172,28.66,2.413
122.742,4.219,29.01,2.225
125.541,4.284,28.05,2.438
128.347,4.317,27.88,2.475
131.207,4.368,28.01,2.488
133.959,4.417,27.62,2.463
136.62,4.465,27.55,2.413
139.448,4.487,27.71,2.488
142.287,4.533,27.24,2.425
144.988,4.617,27.28,2.125
147.814,4.655,27.45,2.25
150.565,4.685,27.56,2.263
153.333,4.728,27.33,1.95
156.225,4.764,27.4,2.463
158.977,4.798,27.22,2.2
161.782,4.849,26.99,2.325
164.511,4.9,27.42,2.088
167.342,4.955,27.1,2.45
170.09,4.983,27.24,2.688
172.899,5.015,27.12,2.25
175.677,5.04,26.98,2.513
178.445,5.061,26.85,2.5
181.404,5.112,27.13,2.775
184.171,5.151,27.47,2.063
187.049,5.174,27.65,2.2
189.744,5.227,27.11,2.013
192.467,5.272,27.3,2.55
195.235,5.317,26.96,2.538
198.037,5.388,27.13,2.775
200.778,5.427,26.74,3.075
203.539,5.452,27.01,2.788
206.134,5.493,27.25,2.325
209.009,5.532,27.09,1.963
211.659,5.593,27.36,1.5
214.439,5.631,27.33,1.713
217.01,5.666,27.39,2.038
219.641,5.728,27.29,1.863
222.4,5.741,27.24,1.85
225.198,5.743,27.23,2.125
227.862,5.747,27.42,2.163
230.56,5.797,27.53,2.338
233.294,5.908,27.63,2.125
235.987,6.006,27.77,1.813
238.631,6.103,27.02,1.875
241.328,6.195,26.7,2.025
243.957,6.239,26.53,2.2
246.623,6.266,26.15,2.625
249.281,6.295,25.84,2.575
251.875,6.333,26.02,2.85
254.574,6.398,25.75,2.4
257.481,6.491,25.83,2.425
259.819,6.534,25.66,3.175
262.443,6.565,25.5,2.5
265.1,6.605,25.74,2.413
267.557,6.653,25.52,2.863
269.994,6.719,25.41,2.25
272.588,6.779,25.32,2.338
275.233,6.804,25.6,2.238
277.749,6.838,24.96,2.013
280.459,6.892,25.37,2.075
283.051,6.985,25.59,2.188
285.472,7.046,25.39,2.013
288.078,7.08,24.7,2.275
290.503,7.127,24.58,2.8
293.154,7.2,24.57,2.625
295.6,7.266,24.98,2.125
297.916,7.308,25.34,2.388
300.137,7.342,25.69,1.9
303.023,7.386,25.25,2.225
305.503,7.453,25.44,2.4
307.991,7.52,24.65,2.7
310.429,7.572,24.92,2.163
312.744,7.62,25.05,2.1
315.221,7.689,24.79,1.75
317.603,7.768,25.54,1.488
319.913,7.814,25.2,1.32
322.33,7.848,24.82,1.213
324.71,7.89,25.21,1.1
327.048,8,24.92,1.29
329.277,8.08,25.01,1.313
331.536,8.16,25.14,1.003
333.846,8.27,24.22,0.467
336.231,8.34,23.94,0.913
338.504,8.39,23.19,1.158
340.715,8.44,23.37,0.292
342.876,8.52,23.2,0.955
345.194,8.59,22.82,1.075
347.346,8.66,23.67,1.338
349.364,8.78,24.64,1.3
351.543,8.91,24.79,0
353.561,9.07,23.88,0.33
355.594,9.15,24.3,1.163
357.82,9.29,24.03,1.125
360.14,9.58,23.72,1.4
362.01,9.91,23.64,0.782
364.033,10.06,24.43,0.198
366.052,10.22,24.76,0.46
368.337,10.37,24.89,0
370.616,10.44,24.6,0
373.015,10.55,24.72,0.702
375.155,10.79,25.09,0.787
376.382,11.02,24.69,0.45
378.817,11.12,24.48,0.15
380.688,11.07,23.06,0
382.688,11.13,22.14,0
384.701,11.2,23.07,0.255
386.668,11.25,24.22,0.988
388.534,11.3,24.45,0.877
390.383,11.44,25.18,0.605
392.019,11.4,25.97,1.163
393.56,11.09,25,0.685
396.007,10.83,24.15,1.388
398.173,10.82,25.18,0.895
400.499,10.87,24.51,1.138
402.503,10.91,24.21,1.005
404.364,10.99,24.25,1.03
406.152,11.06,24.53,0.642
408.051,10.98,25.57,1.088
409.517,10.53,25.79,1.225
411.175,9.79,24.82,1.438
413.386,9.23,24.47,1.313
415.266,8.97,22.75,1.438
416.755,8.9,22.52,1.5
418.136,8.88,23.92,1.513
419.95,8.92,22.61,1.525
421.423,9.27,23.28,1.3
423.187,9.56,23.76,1.75
425.488,9.58,23.54,1.875
427.611,9.59,22.8,1.463
429.483,9.65,23.15,1.313
431.224,9.89,24.33,1.213
432.953,10.16,23.92,1.213
434.433,10.2,24.57,1.663
436.605,9.88,26.02,1.9
438.55,9.54,24.2,1.813
440.329,9.25,24.55,1.625
441.832,9.06,24.38,1.7
443.798,8.82,23.98,1.688
445.736,8.72,24.98,1.638
447.058,8.9,24.99,1.313
446.71,8.86,25,1.413
448.961,8.91,25.14,1.488
452.366,9.14,25.2,1.7
454.184,9.29,26.4,1.463
455.965,9.03,25.08,1.45
457.094,8.65,25.56,1.3
458.423,8.44,24.38,0.657
458.505,8.52,23.41,1.035
459.965,8.87,23.67,1.225
461.519,8.99,23.69,1.027
454.802,9.12,23.19,1.375
417.947,9.34,22.77,1.038
423.044,9.66,22.79,1.348
442.815,9.87,23.69,1.563
441.638,10.09,24.31,1.4
428.253,10.28,25.21,1.275
453.181,9.99,25.68,1.313
469.601,9.44,25.16,1.25
448.219,9.15,24,1.15
463.952,9.05,25.2,1.35
474.216,9.18,24.75,1.65
477.14,9.31,25.47,1.738
477.827,9.35,25.26,1.938
473.857,9.19,26,1.6
479.497,9,25.77,1.788
481.176,8.91,25.16,1.7
482.106,8.7,24.87,1.975
483.018,8.76,26.15,1.938
483.795,9.07,25.46,2.088
485.16,9.39,25.98,2.038
486.006,9.59,25.91,1.663
487.003,9.57,25.75,1.85
486.164,9.66,25.47,1.488
481.766,9.81,24.33,2.213
483.553,9.96,24.65,1.55
473.076,10.17,26.37,1.713
480.538,10.28,25.78,2.15
484.075,10.16,27.68,1.463
482.022,10.11,26.15,1.913
471.41,10.04,25.68,1.55
469.68,9.99,25.87,1.625
487.159,10.12,24.85,1.475
494.341,10.22,26.06,1.6
494.285,10.28,26.51,1.463
494.822,10.44,26.2,1.588
495.307,10.49,26.3,1.413
495.865,10.43,26.7,1.6
496.26,10.18,27.78,1.193
496.632,9.96,27.44,1.375
497.144,9.93,28.47,1.06
497.76,9.95,29.08,0.943
498.123,9.82,29.09,0.6
498.563,9.66,27.51,0.7
499.095,9.71,27.92,1.04
499.662,9.94,28.63,0.435
499.942,10.11,26.99,1.035
500.156,10.32,27.65,0.61
500.646,10.44,27.94,0.903
501.406,10.48,27.22,0.93
500.554,10.61,25.51,0.44
500.087,10.85,26.07,0.642
501.86,11.04,26.07,0.877
502.474,11.05,26.22,1.13
502.965,11.05,25.69,0.607
502.973,11.25,25.04,0.307
503.15,11.33,25.62,0
502.701,11.23,26.14,0.282
502.488,11.21,26.13,0
502.491,11.27,25.68,0.2
503.065,11.25,25.44,0.867
502.814,11.23,26.64,0.022
502.837,11.1,26.85,0.153
502.938,11.01,26.63,0.955
503.229,11.01,26.59,1.063
503.498,11.12,27.56,0.272
503.666,10.99,26.47,0.965
503.853,10.96,26.85,0.675
504.253,11.22,26.43,1.068
504.729,11.42,27.49,0.54
505.45,11.52,27.93,0.52
505.596,11.45,27.03,0.472
505.414,11.19,25.13,1.028
505.495,10.91,24.98,0.94
506.287,10.73,24.77,0.21
507.235,10.69,23.93,0
506.824,10.68,22.47,0
506.84,10.61,23.2,0.348
506.829,10.38,23.21,1.313
507.168,10.31,22.48,1.55
508.103,10.29,21.61,1.788
508.253,10.38,21.61,1.6
507.92,10.35,23.52,1.563
508.084,10.08,22.46,1.563
507.957,9.89,24.9,1.563
507.813,9.68,26.45,1.663
508.128,9.48,26.15,2.025
508.411,9.32,25.64,2.038
508.979,9.21,24.56,1.875
509.514,9.39,24.39,1.183
509.427,9.63,23.2,2.225
509.447,9.8,23.1,1.625
509.516,9.89,22.67,2.4
504.042,10.25,23.1,2.738
503.071,10.7,23.11,2.388
476.895,11.02,23.56,2.288
496.886,10.85,23.28,1.525
499.413,10.64,23.23,2.013
492.095,10.5,22.59,2.638
476.313,10.34,22.9,1.775
490.388,10.65,23.19,1.475
502.88,10.76,22.89,1.9
492.581,10.6,21.9,1.6
482.236,10.53,21.92,1.775
496.457,10.46,21.69,1.263
501.747,10.33,20.58,1.1
502.048,10.17,21.28,0.63
500.758,10.13,21.47,0.297
499.759,10.27,22.08,1.238
499.592,10.44,21.55,1.125
499.235,10.55,20.73,0.667
498.598,10.86,20.14,0.26
497.966,11.19,20.65,1.108
496.785,11.45,21.49,1.343
496.139,11.7,20.66,1.243
495.305,11.73,20.58,0.392
494.856,11.88,20.38,0.49
494.173,11.97,21.3,0.247
493.624,12.05,21.26,1.163
493.067,12.13,21.32,1.8
492.735,12.16,20.71,1.85
491.863,12.32,20.29,1.575
490.901,12.49,20.3,0.875
490.219,12.61,21.49,1.5
489.609,12.57,21.53,1.375
489.032,12.61,21.68,1.35
486.8,12.68,21.47,1.838
486.21,12.69,22.48,1.8
484.35,12.8,22.6,1.225
482.843,12.95,23.58,1.413
481.26,13.13,23.11,2.3
480.293,13.06,22.63,2.2
479.659,13,21.5,2.238
478.573,13.1,21.35,2.125
478.407,12.88,20.9,1.925
477.177,12.7,21.19,2.05
476.431,12.8,20.24,1.875
475.752,12.92,20.64,2.088
474.381,12.89,21.67,2.3
473.308,12.9,21.76,2.025
472.04,12.9,21.69,0.732
471.038,12.67,22.43,0
469.165,12.75,22.46,0.943
468.029,12.88,22.92,0.965
467.127,12.92,21.95,1.43
465.861,12.89,21.95,0.95
464.794,12.7,21.67,1.24
462.907,12.47,22.72,0.117
461.597,12.34,23.48,0.022
460.779,12.3,22.12,0.128
459.983,12.09,20.55,1.75
459.386,11.82,20.07,0.87
458.641,11.64,19.33,0.397
457.413,11.61,19.97,0.535
456.963,11.71,20.08,0.705
456.012,11.96,18.48,1.888
455.352,12.26,18.66,2.038
454.252,12.41,19.32,1.863
453.132,12.41,19.62,1.45
451.704,12.56,19.77,1.8
450.499,12.68,19.1,2.075
449.012,12.76,18.55,2.075
448.045,12.81,19.39,1.7
446.798,12.88,19.7,1.778
445.06,12.94,20.12,2.125
443.682,13.11,20.21,2.438
442.68,13.12,19.73,1.763
441.178,12.93,20.27,1.813
439.971,12.94,20.15,1.8
438.406,12.98,19.97,1.21
436.502,12.88,19.97,2.2
435.042,12.82,19.62,1.488
433.407,12.73,19.38,1.963
431.705,12.73,19.6,2.013
430.466,12.86,19.09,1.688
429.023,12.97,19.46,1.35
427.547,13.05,19.02,0.597
426.169,13.14,19.16,1.488
424.544,13.37,18.71,1.45
422.783,13.61,18.71,0.61
420.845,13.65,19.12,0.115
419.236,13.47,18.43,0
417.682,13.47,19.97,0.282
416.12,13.51,19.5,0.712
414.286,13.42,19.27,0.75
412.787,13.39,20.42,0.42
411.126,13.43,19.88,0.373
409.362,13.46,19.35,0.507
407.771,13.31,17.83,0.925
405.896,13.14,18.66,0.805
404.121,13.03,18.74,0.722
402.197,12.84,17.94,1.525
400.286,12.78,18.75,0.725
398.52,12.72,19.33,0.21
396.55,12.57,18.11,1.3
394.621,12.39,18.27,0.64
393.07,12.26,19.58,0.067
391.425,12.23,17.6,0.732
389.774,12.32,18.66,1.02
388.091,12.48,18.58,1.34
386.117,12.62,19.42,1.213
384.536,12.69,20.26,1.538
382.484,12.81,19.59,0.547
380.34,12.82,20.05,0.867
378.38,12.91,19.29,0.852
376.341,13.16,19.41,0.447
374.429,13.22,17.99,1.058
372.331,13.14,18.14,0.2
370.463,12.97,18.83,0.982
368.585,12.89,19.11,1.6
366.656,12.99,19.25,1.675
364.838,13.04,19.61,0.422
362.965,12.85,18.33,0.983
360.961,12.74,17.89,0.855
358.836,12.63,17.97,1.005
356.926,12.48,18.43,0.993
354.96,12.4,19,0.383
352.725,12.36,18.28,1.093
350.565,12.19,17.6,0.305
348.35,12.14,18.06,0
346.214,12.33,17.98,0.19
344.108,12.37,17.53,0.612
342.222,12.35,17.73,0
340.126,12.38,17.56,0.99
338.081,12.51,17.55,0.903
335.969,12.61,18.34,0.885
333.413,12.64,18.72,0.862
330.759,12.64,19.37,1.925
328.63,12.79,19.11,1.875
326.544,13,19.45,1.775
324.519,13.14,19.27,0.913
322.457,13.29,20.03,1.463
320.493,13.44,19.41,1.613
318.2,13.51,19.65,1.455
315.628,13.23,19.47,0.81
313.022,12.81,18.88,0.245
310.663,12.72,18.93,0.67
308.438,12.95,17.6,1.59
306.215,12.98,18.3,0.482
303.771,12.84,17.78,0.045
301.353,12.65,17.29,0.29
298.946,12.64,18.04,0.425
296.653,12.85,19.07,1.75
294.178,13.02,19.67,1.45
291.788,13.07,19.31,1.975
289.636,13.15,20.2,1.8
287.489,13.26,19.55,2.313
285.505,13.28,19.66,2.125
283.22,13.21,20.61,1.975
280.856,13.18,20.1,1.5
278.266,13.17,20.45,1.85
275.712,13.18,20.03,1.963
273.494,13.22,20.26,2.05
271.268,13.25,20.06,2.288
268.283,13.26,20.2,1.8
266.593,13.31,20.6,1.788
264.375,13.32,19.8,2.275
262.021,13.33,19.84,2.075
259.783,13.35,19.67,1.613
257.3,13.34,19.76,1.938
255.062,13.33,20.31,2.475
252.915,13.24,20.28,1.8
250.727,13.32,20.73,1.863
248.534,13.38,20.45,1.925
246.255,13.31,20.52,1.963
243.994,13.21,20.67,1.838
241.849,13.17,20.25,2.05
240.001,13.15,20.44,2.125
238.25,13.15,20.1,1.713
236.455,13.16,20.19,1.938
234.789,13.12,20.26,1.863
233.173,13.06,20.41,1.8
231.68,13.03,20.46,1.925
230.207,12.97,20.36,2
229.095,12.93,20.23,1.825
228.312,12.92,20.39,1.888
227.249,12.85,20.52,1.875
226.484,12.65,20.31,1.7
225.932,12.55,20.56,1.338
225.288,12.44,20.47,1.415
224.577,12.36,20.96,1.653
223.694,12.36,20.27,2.275
222.615,12.39,20.42,2.125
221.368,12.35,20.3,1.788
220.263,12.36,20.48,2.088
218.872,12.4,20.75,1.85
217.337,12.42,20.74,1.613
215.224,12.47,20.51,2.125
212.656,12.41,20.7,2.263
209.789,12.37,20.84,1.925
206.848,12.37,20.84,1.788
203.725,12.38,20.69,1.913
200.585,12.37,20.67,2.113
197.41,12.34,20.59,1.838
193.916,12.33,20.78,1.95
190.584,12.35,20.76,1.9
187.831,12.32,20.85,1.975
184.874,12.28,20.9,2.063
181.971,12.29,20.93,2.05
178.879,12.27,21.25,2
175.416,12.25,21.1,1.925
172.017,12.27,21.13,1.95
168.769,12.31,21.09,1.938
165.359,12.33,20.81,2.088
162.001,12.36,20.89,2.225
158.663,12.36,21.02,2.238
155.104,12.28,20.96,1.85
151.568,12.17,21.15,1.8
147.848,12.07,20.99,1.463
144.36,11.93,21.17,1.613
140.911,11.88,21.12,1.525
137.324,11.85,21.16,1.8
133.749,11.85,20.93,1.925
130.044,11.83,20.75,2.125
126.509,11.83,20.99,2.225
123.024,11.81,21.27,1.975
119.555,11.77,21.14,1.788
116.128,11.6,21.12,2.175
112.725,11.48,21.18,2.25
109.357,11.34,21.04,2.238
106.143,11.19,21.31,1.788
102.895,11.06,21.57,1.738
99.4888,11.01,21.51,1.438
95.9091,11.01,21.64,1.488
92.3998,11.01,21.39,1.288
88.8942,11,21.46,1.538
85.8151,10.92,21.39,1.713
82.9031,10.84,21.29,1.663
79.7575,10.79,21.42,1.3
76.5728,10.73,21.46,1.463
73.3286,10.61,21.56,1.313
70.1235,10.5,21.55,1.488
67.0011,10.4,21.77,0.975
64.0999,10.3,21.83,0.835
58.2817,10.26,21.77,0.115
43.1872,10.2,22.03,0
27.8711,10.12,22.15,0
21.886,10.03,22.08,0.58
20.9167,9.96,22.56,0
19.9991,9.85,28.56,0
19.1292,9.74,34.5,0
18.2791,9.67,19.68,0
17.4913,9.55,19.09,0
16.7503,9.44,20.17,0
16.0082,9.33,21.08,0
15.2764,9.23,21.54,0
14.5714,9.17,22.28,0
13.8705,9.1,22.88,0
13.1303,9,23.57,0
12.4295,8.96,24.14,0
11.7493,8.91,24.57,0
11.1007,8.89,24.78,0
10.4515,8.86,25.03,0
9.86149,8.81,25.22,0
9.26854,8.79,25.37,0
8.71516,8.8,25.53,0
8.16188,8.8,25.7,0
7.63917,8.8,25.93,0
7.10898,8.74,26.23,0
6.64292,8.71,26.35,0
6.16516,8.69,26.61,0
5.71442,8.68,26.64,0.092
8.27994,8.07,25.09,0
9.93001,7.848,25.27,0.785
11.187,7.707,25.5,0.963
12.3875,7.691,25.52,1.8
13.6935,7.647,25.55,1.975
15.1049,7.597,25.57,1.938
16.5449,7.593,25.9,1.988
18.0288,7.569,25.86,2.05
19.4695,7.548,26.04,2.225
21.0056,7.446,26.31,1.35
22.6803,7.411,26.51,1.8
24.3283,7.526,26.57,1.513
26.1152,7.579,26.47,1.625
27.8655,7.633,26.08,1.963
29.6803,7.633,25.58,2.25
31.5235,7.624,25.09,2.213
33.4495,7.613,25.31,1.525
35.4266,7.582,25.61,1.338
37.547,7.532,25.87,1.575
39.7839,7.506,25.55,1.275
41.9076,7.508,25.34,0.943
43.8918,7.508,25.44,0.41
45.9625,7.539,25.36,0.64
